SUP AREA,YEAR,CDC,DISTRICT NAME,SCHL CODE,SCHOOL NAME,BEG GRADE,END GRADE,EXIST 3 YRS,S1 ELA,S1 MA,S1 SC,S1 SS,S2 ELA,S2 MA,S2 SC,S2 SS,S3 1-3,S3 4,S3 5-6,S3 HSR,S4 Att,S5 Grad,Total Pts Ernd,Total Pts Poss,Pct Pts Ernd,,KEY
I,2017,001090,ADAIR CO. R-I,1050,ADAIR CO. HIGH,07,12,Y,*,*,9,8,*,*,2,2,10,10,10,0,10,30,*,140.0,*,,
I,2016,001090,ADAIR CO. R-I,1050,ADAIR CO. HIGH,07,12,Y,15,16,16,8,4,4,3,1.5,10,8,10,0,10,30,135.5,140.0,96.8%,,S1 ELA = Standard 1 - English Language Arts
I,2015,001090,ADAIR CO. R-I,1050,ADAIR CO. HIGH,07,12,Y,15,16,12,5,2,4,3,1,10,8,7.5,0,10,30,125.5,140.0,89.6%,,S1 MA = Standard 1 - Mathematics
I,2014,001090,ADAIR CO. R-I,1050,ADAIR CO. HIGH,07,12,Y,15,16,16,0,4,4,4,0,8,8,6,0,10,30,121.0,140.0,86.4%,,S1 SC = Standard 1 - Science
I,2017,001090,ADAIR CO. R-I,4020,ADAIR CO. ELEM., K,06,Y,16,15,9,0,4,4,2,0,0,0,0,0,10,0,61.0,70.0,87.1%,,S1 SS = Standard 1 - Social Studies
I,2016,001090,ADAIR CO. R-I,4020,ADAIR CO. ELEM., K,06,Y,9,15,9,0,4,4,2,0,0,0,0,0,10,0,61.0,70.0,87.1%,,S2 ELA = Standard 2 (Super Subgroup) - English Language Arts
I,2015,001090,ADAIR CO. R-I,4020,ADAIR CO. ELEM., K,06,Y,16,15,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,S2 MA = Standard 2 - Mathematics
I,2014,001090,ADAIR CO. R-I,4020,ADAIR CO. ELEM., K,06,Y,15,16,16,0,2,4,4,0,0,0,0,0,10,0,67.0,70.0,95.7%,,S2 SC = Standard 2 - Science
I,2017,001091,KIRKSVILLE R-III,1050,KIRKSVILLE SR. HIGH,09,12,Y,*,*,16,8,*,*,3,2,10,10,7.5,0,8,30,*,140.0,*,,S2 SS = Standard 2 - Social Studies
I,2016,001091,KIRKSVILLE R-III,1050,KIRKSVILLE SR. HIGH,09,12,Y,16,16,16,0,4,4,4,0,10,10,10,0,6,30,126.0,140.0,90.0%,,"S3 1-3 = Standard 3 Indicators 1-3 (ACT, SAT, COMPASS, ASVAB, WorkKeys)"
I,2015,001091,KIRKSVILLE R-III,1050,KIRKSVILLE SR. HIGH,09,12,Y,16,16,16,5,4,4,4,1,10,10,7.5,0,6,30,129.5,140.0,92.5%,,"S3 4 = Standard 3 Indicator 4 (AP, IB, TSA, Dual Credit)"
I,2014,001091,KIRKSVILLE R-III,1050,KIRKSVILLE SR. HIGH,09,12,Y,16,16,16,8,4,4,4,0,9.5,10,7.5,0,6,30,131.0,140.0,93.6%,,S3 5-6 = Standard 3 Indicators 5-6 (Postsecondary Placement)
I,2017,001091,KIRKSVILLE R-III,3000,WILLIAM MATTHEW MIDDLE SCHOOL,06,08,Y,9,15,9,0,0,0,0,0,0,0,0,0,10,0,59.0,70.0,84.3%,,S3 HSR = Standard 3 High School Readiness
I,2016,001091,KIRKSVILLE R-III,3000,WILLIAM MATTHEW MIDDLE SCHOOL,06,08,Y,9,15,12,0,2,0,2,0,0,0,0,0,7.5,0,61.5,70.0,87.9%,,S4 Att = Standard 4 Attendance
I,2015,001091,KIRKSVILLE R-III,3000,WILLIAM MATTHEW MIDDLE SCHOOL,06,08,Y,16,16,16,0,2,2,3,0,0,0,0,0,7.5,0,66.5,70.0,95.0%,,S5 Grad = Standard 5 Graduation
I,2014,001091,KIRKSVILLE R-III,3000,WILLIAM MATTHEW MIDDLE SCHOOL,06,08,Y,16,16,16,0,4,4,4,0,0,0,0,0,7.5,0,67.5,70.0,96.4%,,Total Pts Ernd = Total Points Earned
I,2017,001091,KIRKSVILLE R-III,4030,KIRKSVILLE PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,Total Pts Poss = Total Points Possible
I,2016,001091,KIRKSVILLE R-III,4030,KIRKSVILLE PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,Pct Pts Ernd = Percent of Total Points Earned
I,2015,001091,KIRKSVILLE R-III,4030,KIRKSVILLE PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,* = points suppressed due to high percentage of Algebra I or English II scores removed
I,2014,001091,KIRKSVILLE R-III,4030,KIRKSVILLE PRIMARY,PK,02,Y,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.0,10.0,100.0%,,N/A = fewer than 30 student scores within 3 years were available for calculation.
I,2017,001091,KIRKSVILLE R-III,4050,RAY MILLER ELEM.,03,05,Y,9,9,9,0,2,0,0,0,0,0,0,0,10,0,52.0,70.0,74.3%,,
I,2016,001091,KIRKSVILLE R-III,4050,RAY MILLER ELEM.,03,05,Y,9,9,9,0,2,0,2,0,0,0,0,0,10,0,54.0,70.0,77.1%,,
I,2015,001091,KIRKSVILLE R-III,4050,RAY MILLER ELEM.,03,05,Y,16,9,16,0,3,2,3,0,0,0,0,0,10,0,62.0,70.0,88.6%,,
I,2014,001091,KIRKSVILLE R-III,4050,RAY MILLER ELEM.,03,05,Y,16,12,16,0,2,2,3,0,0,0,0,0,10,0,61.0,70.0,87.1%,,
I,2017,001092,ADAIR CO. R-II,1050,ADAIR CO. HIGH,07,12,Y,*,*,9,8,*,*,2,N/A,10,10,9.5,0,7.5,30,*,138.0,*,,
I,2016,001092,ADAIR CO. R-II,1050,ADAIR CO. HIGH,07,12,Y,9,15,15,6,3,2,3,N/A,10,10,10,0,7.5,30,130.5,138.0,94.6%,,
I,2015,001092,ADAIR CO. R-II,1050,ADAIR CO. HIGH,07,12,Y,16,16,9,6,2,2,3,1.5,10,10,10,0,10,30,127.5,140.0,91.1%,,
I,2014,001092,ADAIR CO. R-II,1050,1050 ADAIR CO. HIGH,07,12,Y,16,16,16,5,2,4,4,1.5,7.5,10,10,0,10,30,132.0,140.0,94.3%,,
I,2017,001092,ADAIR CO. R-II,4020,ADAIR CO. ELEM., K,06,Y,16,15,9,0,4,4,N/A,0,0,0,0,0,10,0,59.0,66.0,89.4%,,
I,2016,001092,ADAIR CO. R-II,4020,ADAIR CO. ELEM., K,06,Y,15,15,9,0,4,4,N/A,0,0,0,0,0,10,0,58.0,66.0,87.9%,,
I,2015,001092,ADAIR CO. R-II,4020,ADAIR CO. ELEM., K,06,Y,9,15,16,0,3,2,N/A,0,0,0,0,0,10,0,64.0,66.0,97.0%,,
I,2014,001092,ADAIR CO. R-II,4020,ADAIR CO. ELEM., K,06,Y,15,16,16,0,4,3,N/A,0,0,0,0,0,10,0,64.0,66.0,97.0%,,
H,2017,002089,NORTH ANDREW CO. R-VI,1050,NORTH ANDREW HIGH,09,12,Y,*,*,16,6,*,*,4,N/A,10,10,10,0,6,30,*,138.0,*,,
H,2016,002089,NORTH ANDREW CO. R-VI,1050,NORTH ANDREW HIGH,09,12,Y,12,0,12,8,4,0,4,N/A,10,9.5,10,0,8,30,131.5,138.0,95.3%,,
H,2015,002089,NORTH ANDREW CO. R-VI,1050,NORTH ANDREW HIGH,09,12,Y,16,9,16,8,4,N/A,N/A,N/A,10,6,10,0,7.5,30,127.5,134.0,95.1%,,
H,2014,002089,NORTH ANDREW CO. R-VI,1050,NORTH ANDREW HIGH,09,12,Y,16,16,16,8,4,4,3,0.5,8,6,0,0,7.5,30,119.0,140.0,85.0%,,
H,2017,002089,NORTH ANDREW CO. R-VI,3000,NORTH ANDREW MIDDLE,06,08,Y,12,9,16,0,2,0,3,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
H,2016,002089,NORTH ANDREW CO. R-VI,3000,NORTH ANDREW MIDDLE,06,08,Y,9,9,9,0,0,0,0,0,0,0,0,0,10,0,55.0,70.0,78.6%,,
H,2015,002089,NORTH ANDREW CO. R-VI,3000,NORTH ANDREW MIDDLE,06,08,Y,16,9,12,0,2,0,3,0,0,0,0,0,10,0,61.0,70.0,87.1%,,
H,2014,002089,NORTH ANDREW CO. R-VI,3000,NORTH ANDREW MIDDLE,06,08,Y,9,16,16,0,2,2,3,0,0,0,0,0,10,0,58.0,70.0,82.9%,,
H,2017,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM., K,05,Y,15,15,16,0,4,2,2,0,0,0,0,0,10,0,68.0,70.0,97.1%,,
H,2016,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM., K,05,Y,16,15,16,0,4,2,3,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
H,2015,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM., K,05,Y,16,16,16,0,4,4,3,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
H,2014,002089,NORTH ANDREW CO. R-VI,4020,NORTH ANDREW ELEM., K,05,Y,15,16,16,0,3,4,4,0,0,0,0,0,10,0,68.0,70.0,97.1%,,
H,2017,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM., K,08,Y,16,16,16,0,4,0,N/A,0,0,0,0,10,10,0,75.0,76.0,98.7%,,
H,2016,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM., K,08,Y,16,16,16,0,4,3,N/A,0,0,0,0,10,10,0,75.0,76.0,98.7%,,
H,2015,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM., K,08,Y,16,16,16,0,2,2,N/A,0,0,0,0,10,10,0,73.0,76.0,96.1%,,
H,2014,002090,AVENUE CITY R-IX,4020,AVENUE CITY ELEM., K,08,Y,16,16,16,0,3,2,N/A,0,0,0,0,10,10,0,73.0,76.0,96.1%,,
H,2017,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,09,12,Y,*,*,16,5,*,*,3,N/A,10,8,10,0,7.5,30,*,138.0,*,,
H,2016,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,09,12,Y,16,9,16,0,3,3,4,0,9.5,8,10,0,7.5,30,124.0,140.0,88.6%,,
H,2015,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,09,12,Y,16,9,16,5,3,2,4,1,9.5,6,10,0,9.5,30,130.0,140.0,92.9%,,
H,2014,002097,SAVANNAH R-III,1050,SAVANNAH HIGH,09,12,Y,12,16,16,8,3,4,0,1.5,7.5,6,10,0,10,30,124.0,140.0,88.6%,,
H,2017,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,06,08,Y,15,12,16,0,3,3,3,0,0,0,0,0,10,0,67.0,70.0,95.7%,,
H,2016,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,06,08,Y,9,9,16,0,2,0,3,0,0,0,0,0,10,0,67.0,70.0,95.7%,,
H,2015,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,06,08,Y,15,15,16,0,2,2,4,0,0,0,0,0,10,0,68.0,70.0,97.1%,,
H,2014,002097,SAVANNAH R-III,3000,SAVANNAH MIDDLE,06,08,Y,16,16,16,0,3,3,4,0,0,0,0,0,10,0,68.0,70.0,97.1%,,
H,2017,002097,SAVANNAH R-III,4010,AMAZONIA ELEM., K,05,Y,16,16,9,0,4,4,N/A,0,0,0,0,0,10,0,59.0,66.0,89.4%,,
H,2016,002097,SAVANNAH R-III,4010,AMAZONIA ELEM., K,05,Y,16,16,16,0,4,4,3,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
H,2015,002097,SAVANNAH R-III,4010,AMAZONIA ELEM., K,05,Y,16,16,9,0,2,4,0,0,0,0,0,0,10,0,57.0,70.0,81.4%,,
H,2014,002097,SAVANNAH R-III,4010,AMAZONIA ELEM., K,05,Y,15,16,16,0,0,4,3,0,0,0,0,0,10,0,64.0,70.0,91.4%,,
H,2017,002097,SAVANNAH R-III,4015,HELENA ELEM., K,05,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
H,2016,002097,SAVANNAH R-III,4015,HELENA ELEM., K,05,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
H,2015,002097,SAVANNAH R-III,4015,HELENA ELEM., K,05,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
H,2014,002097,SAVANNAH R-III,4015,HELENA ELEM., K,05,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
H,2017,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM., K,05,Y,16,16,9,0,4,4,0,0,0,0,0,0,10,0,59.0,70.0,84.3%,,
H,2016,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM., K,05,Y,16,16,9,0,4,4,2,0,0,0,0,0,10,0,61.0,70.0,87.1%,,
H,2015,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM., K,05,Y,15,16,9,0,4,2,3,0,0,0,0,0,10,0,61.0,70.0,87.1%,,
H,2014,002097,SAVANNAH R-III,4020,JOHN GLENN ELEM., K,05,Y,15,15,16,0,2,4,3,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
H,2017,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM., K,05,Y,16,16,16,0,4,2,2,0,0,0,0,0,10,0,67.0,70.0,95.7%,,
H,2016,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM., K,05,Y,16,16,16,0,2,2,4,0,0,0,0,0,10,0,67.0,70.0,95.7%,,
H,2015,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM., K,05,Y,12,15,9,0,2,3,2,0,0,0,0,0,10,0,53.0,70.0,75.7%,,
H,2014,002097,SAVANNAH R-III,4040,MINNIE CLINE ELEM., K,05,Y,9,15,9,0,2,2,3,0,0,0,0,0,10,0,50.0,70.0,71.4%,,
H,2017,003031,TARKIO R-I,1050,TARKIO HIGH,07,12,Y,*,*,9,8,*,*,2,N/A,10,10,9.5,0,10,30,*,138.0,*,,
H,2016,003031,TARKIO R-I,1050,TARKIO HIGH,07,12,Y,9,9,16,8,2,0,3,N/A,10,10,10,0,7.5,30,134.5,138.0,97.5%,,
H,2015,003031,TARKIO R-I,1050,TARKIO HIGH,07,12,Y,16,9,16,8,4,2,4,1.5,10,10,10,0,10,30,139.5,140.0,99.6%,,
H,2014,003031,TARKIO R-I,1050,TARKIO HIGH,07,12,Y,16,16,16,5,4,4,4,1.5,10,10,6,0,10,30,132.5,140.0,94.6%,,
H,2017,003031,TARKIO R-I,4020,TARKIO ELEM.,PK,06,Y,16,16,12,0,4,4,3,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
H,2016,003031,TARKIO R-I,4020,TARKIO ELEM.,PK,06,Y,16,16,12,0,4,4,3,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
H,2015,003031,TARKIO R-I,4020,TARKIO ELEM.,PK,06,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
H,2014,003031,TARKIO R-I,4020,TARKIO ELEM.,PK,06,Y,15,16,16,0,2,4,4,0,0,0,0,0,10,0,67.0,70.0,95.7%,,
H,2017,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,07,12,Y,*,*,16,8,*,*,4,1.5,10,10,10,0,10,30,*,140.0,*,,
H,2016,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,07,12,Y,16,12,16,8,3,3,4,N/A,7.5,7.5,6,0,10,30,129.0,138.0,93.5%,,
H,2015,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,07,12,Y,16,16,16,5,4,4,4,N/A,7.5,10,7.5,0,7.5,30,127.5,138.0,92.4%,,
H,2014,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,07,12,Y,16,16,16,6.5,4,4,4,0,10,8,7.5,0,7.5,30,129.5,140.0,92.5%,,
H,2017,003032,ROCK PORT R-II,4020,ROCK PORT ELEM., K,06,Y,16,16,16,0,4,3,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
H,2016,003032,ROCK PORT R-II,4020,ROCK PORT ELEM., K,06,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
H,2015,003032,ROCK PORT R-II,4020,ROCK PORT ELEM., K,06,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
H,2014,003032,ROCK PORT R-II,4020,ROCK PORT ELEM., K,06,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
H,2017,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,07,12,Y,*,*,16,6,*,*,4,N/A,10,10,10,0,10,30,*,138.0,*,,
H,2016,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,07,12,Y,16,16,16,8,3,4,4,N/A,10,10,10,0,10,30,138.0,138.0,100.0%,,
H,2015,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,07,12,Y,16,16,16,8,4,4,4,N/A,10,10,10,0,10,30,138.0,138.0,100.0%,,
H,2014,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,07,12,Y,16,16,16,8,4,4,4,N/A,10,10,10,0,10,30,138.0,138.0,100.0%,,
H,2017,003033,FAIRFAX R-III,4020,FAIRFAX ELEM., K,06,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
H,2016,003033,FAIRFAX R-III,4020,FAIRFAX ELEM., K,06,Y,16,16,16,0,3,3,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
H,2015,003033,FAIRFAX R-III,4020,FAIRFAX ELEM., K,06,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
H,2014,003033,FAIRFAX R-III,4020,FAIRFAX ELEM., K,06,Y,16,16,16,0,4,4,N/A,0,0,0,0,0,10,0,66.0,66.0,100.0%,,
D,2017,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,06,12,Y,*,*,16,8,*,*,4,N/A,6,10,10,0,10,30,*,138.0,*,,
D,2016,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,06,12,Y,15,12,16,5,3,3,3,N/A,6,10,10,0,10,30,123.0,138.0,89.1%,,
D,2015,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,06,12,Y,9,0,9,5,0,0,0,N/A,9.5,10,10,0,10,30,103.5,138.0,75.0%,,
D,2014,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,06,12,Y,9,9,16,0,2,0,0,0,9.5,10,10,0,10,30,105.5,140.0,75.4%,,
D,2017,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,PK,05,Y,16,16,16,0,4,4,3,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
D,2016,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,PK,05,Y,16,16,9,0,4,4,3,0,0,0,0,0,10,0,62.0,70.0,88.6%,,
D,2015,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,PK,05,Y,15,15,9,0,0,4,0,0,0,0,0,0,9.5,0,57.5,70.0,82.1%,,
D,2014,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,PK,05,Y,15,16,9,0,4,4,4,0,0,0,0,0,7.5,0,59.5,70.0,85.0%,,
D,2017,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,07,12,Y,*,*,12,8,*,*,3,1.5,10,10,10,0,10,30,*,140.0,*,,
D,2016,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,07,12,Y,16,16,12,8,4,3,2,2,10,10,9.5,0,10,30,132.5,140.0,94.6%,,
D,2015,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,07,12,Y,16,15,15,6.5,4,0,4,2,6,10,9.5,0,10,30,132.0,140.0,94.3%,,
D,2014,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,07,12,Y,16,16,16,5,2,3,3,0,6,10,9.5,0,7.5,30,124.0,140.0,88.6%,,
D,2017,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,PK,06,Y,15,6,9,0,2,3,2,0,0,0,0,0,10,0,50.0,70.0,71.4%,,
D,2016,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,PK,06,Y,9,9,9,0,2,0,2,0,0,0,0,0,10,0,49.0,70.0,70.0%,,
D,2015,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,PK,06,Y,15,9,16,0,2,0,4,0,0,0,0,0,10,0,58.0,70.0,82.9%,,
D,2014,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,PK,06,Y,15,9,9,0,2,2,3,0,0,0,0,0,7.5,0,47.5,70.0,67.9%,,
D,2017,004110,MEXICO 59,1050,MEXICO HIGH,09,12,Y,*,*,16,7.5,*,*,4,2,10,10,7.5,0,10,30,*,140.0,*,,
D,2016,004110,MEXICO 59,1050,MEXICO HIGH,09,12,Y,16,16,16,8,4,4,3,2,7.5,10,7.5,0,6,30,130.0,140.0,92.9%,,
D,2015,004110,MEXICO 59,1050,MEXICO HIGH,09,12,Y,16,16,16,8,4,4,4,2,8,9.5,9.5,0,6,30,133.0,140.0,95.0%,,
D,2014,004110,MEXICO 59,1050,MEXICO HIGH,09,12,Y,16,15,16,6,2,2,4,1.5,10,8,8,0,8,24,120.5,140.0,86.1%,,
D,2017,004110,MEXICO 59,2050,MEXICO MIDDLE,06,08,Y,15,16,9,0,0,2,2,0,0,0,0,0,10,0,61.0,70.0,87.1%,,
D,2016,004110,MEXICO 59,2050,MEXICO MIDDLE,06,08,Y,16,16,12,0,2,3,3,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
D,2015,004110,MEXICO 59,2050,MEXICO MIDDLE,06,08,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
D,2014,004110,MEXICO 59,2050,MEXICO MIDDLE,06,08,Y,15,16,16,0,3,4,4,0,0,0,0,0,10,0,68.0,70.0,97.1%,,
D,2017,004110,MEXICO 59,4020,EUGENE FIELD ELEM., K,05,Y,16,15,16,0,4,4,4,0,0,0,0,0,9.5,0,68.5,70.0,97.9%,,
D,2016,004110,MEXICO 59,4020,EUGENE FIELD ELEM., K,05,Y,9,9,9,0,4,3,2,0,0,0,0,0,7.5,0,53.5,70.0,76.4%,,
D,2015,004110,MEXICO 59,4020,EUGENE FIELD ELEM., K,05,Y,12,9,9,0,4,4,2,0,0,0,0,0,7.5,0,53.5,70.0,76.4%,,
D,2014,004110,MEXICO 59,4020,EUGENE FIELD ELEM., K,05,Y,9,15,9,0,2,3,3,0,0,0,0,0,10,0,51.0,70.0,72.9%,,
D,2017,004110,MEXICO 59,4060,HAWTHORNE ELEM., K,05,Y,16,16,12,0,4,4,3,0,0,0,0,0,10,0,65.0,70.0,92.9%,,
D,2016,004110,MEXICO 59,4060,HAWTHORNE ELEM., K,05,Y,16,16,9,0,4,4,2,0,0,0,0,0,10,0,61.0,70.0,87.1%,,
D,2015,004110,MEXICO 59,4060,HAWTHORNE ELEM., K,05,Y,15,15,9,0,4,4,2,0,0,0,0,0,10,0,59.0,70.0,84.3%,,
D,2014,004110,MEXICO 59,4060,HAWTHORNE ELEM., K,05,Y,9,15,16,0,2,2,4,0,0,0,0,0,10,0,58.0,70.0,82.9%,,
D,2017,004110,MEXICO 59,4080,MCMILLAN ELEM.,PK,05,Y,16,16,9,0,4,4,2,0,0,0,0,0,10,0,61.0,70.0,87.1%,,
D,2016,004110,MEXICO 59,4080,MCMILLAN ELEM.,PK,05,Y,15,16,0,0,4,4,1,0,0,0,0,0,7.5,0,48.5,70.0,69.3%,,
D,2015,004110,MEXICO 59,4080,MCMILLAN ELEM.,PK,05,Y,16,16,16,0,4,4,3,0,0,0,0,0,7.5,0,66.5,70.0,95.0%,,
D,2014,004110,MEXICO 59,4080,MCMILLAN ELEM.,PK,05,Y,15,15,0,0,2,4,0,0,0,0,0,0,10,0,46.0,70.0,65.7%,,
C,2017,005120,WHEATON R-III,1050,WHEATON HIGH,07,12,Y,*,*,9,8,*,*,0,1.5,8,6,10,0,7.5,30,*,140.0,*,,
C,2016,005120,WHEATON R-III,1050,WHEATON HIGH,07,12,Y,9,15,9,6,2,1,2,1.5,7.5,8,10,0,10,30,112.0,140.0,80.0%,,
C,2015,005120,WHEATON R-III,1050,WHEATON HIGH,07,12,Y,9,15,9,1.5,2,2,3,0,7.5,8,10,0,9.5,30,106.5,140.0,76.1%,,
C,2014,005120,WHEATON R-III,1050,WHEATON HIGH,07,12,Y,9,9,16,5,2,2,4,1.5,10,10,10,0,10,30,118.5,140.0,84.6%,,
C,2017,005120,WHEATON R-III,4020,WHEATON ELEM.,PK,06,Y,9,0,9,0,2,0,3,0,0,0,0,0,7.5,0,59.5,70.0,85.0%,,
C,2016,005120,WHEATON R-III,4020,WHEATON ELEM.,PK,06,Y,15,15,9,0,2,2,3,0,0,0,0,0,7.5,0,59.5,70.0,85.0%,,
C,2015,005120,WHEATON R-III,4020,WHEATON ELEM.,PK,06,Y,16,16,16,0,4,4,4,0,0,0,0,0,10,0,70.0,70.0,100.0%,,
C,2014,005120,WHEATON R-III,4020,WHEATON ELEM.,PK,06,Y,16,16,16,0,4,4,3,0,0,0,0,0,10,0,69.0,70.0,98.6%,,
C,2017,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,09,12,Y,*,*,9,8,*,*,3,2,9.5,10,10,0,7.5,30,*,140.0,*,,
C,2016,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,09,12,Y,12,0,12,8,3,0,3,2,9.5,10,7.5,0,7.5,30,124.5,140.0,88.9%,,
C,2015,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,09,12,Y,15,12,16,8,3,3,4,2,6,10,7.5,0,9.5,30,128.0,140.0,91.4%,,
C,2014,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,09,12,Y,16,12,16,8,4,1,4,0.5,6,10,7.5,0,7.5,30,122.5,140.0,87.5%,,
C,2017,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,05,08,Y,16,6,9,0,3,2,0,0,0,0,0,0,10,0,55.0,70.0,78.6%,,
C,2016,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,05,08,Y,9,0,9,0,0,0,2,0,0,0,0,0,10,0,55.0,70.0,78.6%,,
C,2015,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,05,08,Y,9,0,15,0,2,0,3,0,0,0,0,0,10,0,62.0,70.0,88.6%,,
C,2014,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,05,08,Y,15,15,9,0,2,2,3,0,0,0,0,0,10,0,56.0,70.0,80.0%,,
C,2017,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,PK,04,Y,15,16,0,0,4,4,0,0,0,0,0,0,7.5,0,47.5,50.0,95.0%,,
C,2016,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,PK,04,Y,16,16,0,0,4,4,0,0,0,0,0,0,10,0,50.0,50.0,100.0%,,
C,2015,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,PK,04,Y,16,16,0,0,4,4,0,0,0,0,0,0,10,0,50.0,50.0,100.0%,,
C,2014,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,PK,04,Y,16,16,0,0,4,4,0,0,0,0,0,0,10,0,50.0,50.0,100.0%,,
C,2017,005122,EXETER R-VI,1050,EXETER HIGH,09,12,Y,*,*,9,5,*,*,2,1,6,8,7.5,0,10,30,*,140.0,*,,
